[ 2025-07-22 00:09:31,684 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-07-22 00:09:32,395 ] 18 root - INFO - initiate the data ingestion
[ 2025-07-22 00:09:35,042 ] 68 root - INFO - Performed train test split on the dataframe
[ 2025-07-22 00:09:35,042 ] 70 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-22 00:09:35,042 ] 78 root - INFO - Exporting train and test file path.
[ 2025-07-22 00:09:35,072 ] 87 root - INFO - Exported train and test file path.
[ 2025-07-22 00:09:35,072 ] 21 root - INFO - Data initiation comppleted
[ 2025-07-22 00:09:35,075 ] 25 root - INFO - Initiate the data validation config
[ 2025-07-22 00:09:35,180 ] 27 root - INFO - data vlaidation Completed
[ 2025-07-22 00:09:35,180 ] 54 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-22 00:09:35,180 ] 56 root - INFO - Starting data transformation
[ 2025-07-22 00:09:35,191 ] 39 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-22 00:09:35,191 ] 44 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-22 00:09:35,203 ] 47 root - INFO - exited the save_object method of main utils class
[ 2025-07-22 00:09:35,280 ] 47 root - INFO - exited the save_object method of main utils class
[ 2025-07-22 00:09:35,280 ] 34 root - INFO - Model Training sstared
